,1000_1,1000_2,500_1,500_2,100_1,100_2
train_4855.png,3,3,3,2,3,2
train_4856.png,3,0,0,0,0,2
train_4857.png,0,3,0,2,0,2
train_4858.png,0,0,0,0,2,1
train_4859.png,0,3,1,1,2,1
train_4860.png,1,1,1,2,3,3
train_4861.png,0,3,3,3,3,3
train_4862.png,2,1,3,0,1,3
train_4863.png,1,0,1,1,1,3
train_4864.png,3,0,0,2,1,1
train_4865.png,3,0,1,2,2,2
train_4866.png,0,2,3,3,3,2
train_4867.png,1,1,0,0,0,2
train_4868.png,0,1,3,2,2,3
train_4869.png,1,0,0,0,3,3
train_4870.png,0,3,0,1,3,3
train_4871.png,3,2,3,2,2,1
train_4872.png,2,3,1,2,3,2
train_4873.png,3,3,1,0,1,0
train_4874.png,2,3,1,2,3,2
train_4875.png,3,2,1,0,3,3
train_4876.png,2,2,3,3,0,1
train_4877.png,3,0,3,3,0,2
train_4878.png,3,0,1,0,3,0
train_4879.png,0,3,1,2,3,2
train_4880.png,1,3,1,1,3,1
train_4881.png,1,3,0,1,2,3
train_4882.png,3,0,1,3,2,2
train_4883.png,0,3,1,2,0,3
train_4884.png,1,1,1,1,2,1
train_4885.png,0,3,3,1,0,2
train_4886.png,2,1,0,3,3,0
train_4887.png,2,0,0,3,0,0
train_4888.png,2,1,0,2,0,2
train_4889.png,1,1,2,3,2,1
train_4890.png,3,0,2,0,1,3
train_4891.png,3,0,2,3,1,3
train_4892.png,2,1,2,0,0,1
train_4893.png,1,1,0,3,1,2
train_4894.png,2,1,0,3,0,3
train_4895.png,3,3,1,0,2,2
train_4896.png,3,1,0,0,3,1
train_4897.png,1,3,1,1,2,2
train_4898.png,1,2,0,0,1,0
train_4899.png,3,3,0,3,3,0
train_4900.png,0,1,0,2,2,3
train_4901.png,3,2,0,2,2,3
train_4902.png,3,1,0,0,1,2
train_4903.png,2,2,0,1,2,1
train_4904.png,0,3,0,1,0,2
train_4905.png,2,2,0,3,2,1
train_4906.png,3,3,0,0,1,2
train_4907.png,1,0,3,2,1,0
train_4908.png,1,3,2,1,2,2
train_4909.png,0,2,2,0,2,3
train_4910.png,1,0,1,2,3,1
train_4911.png,0,2,0,2,2,3
train_4912.png,0,1,1,2,3,2
train_4913.png,3,1,2,2,2,2
train_4914.png,1,3,3,3,1,2
train_4915.png,0,1,1,3,2,3
train_4916.png,0,0,3,0,3,1
train_4917.png,1,1,2,2,3,0
train_4918.png,1,3,3,1,3,1
train_4919.png,0,3,2,0,1,0
train_4920.png,0,3,1,2,3,1
train_4921.png,2,0,1,3,2,2
train_4922.png,3,0,2,3,2,0
train_4923.png,2,2,2,2,0,2
train_4924.png,2,1,1,1,0,3
train_4925.png,3,3,0,1,0,2
train_4926.png,1,2,2,3,0,0
train_4927.png,0,3,3,0,1,2
train_4928.png,2,1,0,3,3,0
train_4929.png,1,3,1,3,2,2
train_4930.png,0,3,3,1,2,0
train_4931.png,2,3,3,1,1,2
train_4932.png,1,0,3,1,2,0
train_4933.png,0,3,3,3,0,3
train_4934.png,2,1,2,1,2,2
train_4935.png,1,1,3,1,1,3
train_4936.png,3,1,0,0,3,1
train_4937.png,0,1,0,3,0,0
train_4938.png,1,0,3,2,2,3
train_4939.png,2,0,0,3,0,3
train_4940.png,3,2,2,2,1,3
train_4941.png,1,0,1,3,0,0
train_4942.png,0,1,0,0,1,0
train_4943.png,2,2,3,1,3,2
train_4944.png,2,1,3,0,3,0
train_4945.png,2,3,0,0,1,3
train_4946.png,2,3,1,2,2,2
train_4947.png,2,3,3,3,2,0
train_4948.png,1,0,3,2,0,2
train_4949.png,2,3,1,3,1,2
train_4950.png,3,0,3,0,2,3
train_4951.png,3,3,0,1,1,1
train_4952.png,3,1,3,0,2,1
train_4953.png,2,0,2,3,0,3
train_4954.png,2,3,2,3,1,1
train_4955.png,2,2,3,2,0,0
train_4956.png,3,0,3,3,1,1
train_4957.png,0,3,2,0,0,2
train_4958.png,3,3,0,0,0,1
train_4959.png,2,2,3,1,2,3
train_4960.png,3,3,3,0,0,0
train_4961.png,1,2,3,1,0,2
train_4962.png,3,1,3,0,2,2
train_4963.png,1,3,1,1,0,1
train_4964.png,3,1,2,3,3,1
train_4965.png,2,3,1,2,0,1
train_4966.png,0,3,0,2,2,3
train_4967.png,0,1,3,1,0,1
train_4968.png,3,0,3,1,2,1
train_4969.png,2,2,3,0,0,3
train_4970.png,0,1,2,3,2,3
train_4971.png,1,2,3,2,2,3
train_4972.png,3,0,3,2,0,0
train_4973.png,3,0,0,1,1,3
train_4974.png,1,0,0,0,1,0
train_4975.png,3,1,1,3,0,2
train_4976.png,2,0,2,0,2,1
train_4977.png,3,3,2,1,0,0
train_4978.png,2,2,3,3,3,1
train_4979.png,1,0,1,3,3,2
train_4980.png,3,1,3,3,2,3
train_4981.png,1,0,1,1,3,1
train_4982.png,0,3,0,3,2,1
train_4983.png,1,0,3,1,3,0
train_4984.png,1,2,0,2,3,3
train_4985.png,0,2,0,2,2,0
train_4986.png,3,1,0,0,2,1
train_4987.png,0,1,2,0,0,2
train_4988.png,3,3,1,3,3,1
train_4989.png,3,1,0,2,2,2
train_4990.png,2,1,1,1,0,1
train_4991.png,2,3,0,0,0,2
train_4992.png,3,3,1,3,2,1
train_4993.png,2,1,2,1,0,2
train_4994.png,1,2,2,1,3,2
train_4995.png,2,3,0,1,1,0
train_4996.png,1,1,2,3,3,3
train_4997.png,1,1,3,1,3,2
train_4998.png,3,0,2,2,0,2
train_4999.png,2,1,0,3,0,1
train_5000.png,3,0,1,1,0,0
train_5001.png,1,1,3,1,2,1
train_5002.png,2,3,1,1,2,0
train_5003.png,1,1,1,2,0,3
train_5004.png,0,2,1,0,3,1
train_5005.png,0,3,0,3,3,0
train_5006.png,3,3,1,0,1,2
train_5007.png,0,0,0,2,0,2
train_5008.png,3,2,3,3,1,2
train_5009.png,0,0,3,1,2,2
train_5010.png,1,3,1,2,0,0
train_5011.png,1,0,1,2,0,0
train_5012.png,1,0,2,3,0,3
train_5013.png,2,0,0,0,1,1
train_5014.png,1,3,1,3,0,0
train_5015.png,1,0,0,3,3,3
train_5016.png,0,1,2,0,2,3
train_5017.png,2,0,3,2,2,3
train_5018.png,0,1,1,3,0,1
train_5019.png,3,3,1,1,2,3
train_5020.png,1,0,3,1,2,2
train_5021.png,1,1,0,1,0,1
train_5022.png,1,0,2,2,3,0
train_5023.png,1,3,0,0,3,0
train_5024.png,1,0,2,3,1,0
train_5025.png,0,2,2,2,0,2
train_5026.png,1,3,1,0,1,1
train_5027.png,2,0,3,3,3,0
train_5028.png,2,0,3,1,2,0
train_5029.png,0,3,1,2,1,3
train_5030.png,0,0,2,1,0,1
train_5031.png,1,1,3,2,1,3
train_5032.png,3,3,1,2,2,0
train_5033.png,2,1,3,0,2,0
train_5034.png,0,3,0,1,1,1
train_5035.png,1,3,1,0,0,0
train_5036.png,1,1,0,1,3,3
train_5037.png,0,3,3,2,2,0
train_5038.png,2,0,0,0,2,2
train_5039.png,2,0,3,1,3,0
train_5040.png,1,2,2,1,0,2
train_5041.png,2,0,1,0,2,2
train_5042.png,2,2,0,2,1,0
train_5043.png,0,1,0,0,0,2
train_5044.png,1,2,0,0,3,0
train_5045.png,1,3,3,0,3,0
train_5046.png,2,2,1,3,2,0
train_5047.png,3,2,1,1,2,0
train_5048.png,2,2,0,3,3,1
train_5049.png,0,1,3,1,3,1
train_5050.png,2,3,0,1,3,3
train_5051.png,2,3,3,0,2,2
train_5052.png,3,1,3,1,3,2
train_5053.png,0,1,2,0,0,1
train_5054.png,1,1,0,3,1,3
train_5055.png,1,0,3,1,0,0
train_5056.png,0,1,0,1,1,0
train_5057.png,1,1,1,0,3,1
train_5058.png,3,0,1,1,2,3
train_5059.png,2,2,1,2,3,0
train_5060.png,3,0,1,1,3,2
train_5061.png,2,0,1,2,3,1
train_5062.png,3,3,2,0,1,3
train_5063.png,2,1,0,3,3,3
train_5064.png,0,1,3,3,2,0
train_5065.png,1,0,2,3,1,3
train_5066.png,0,1,0,1,2,2
train_5067.png,3,3,0,2,2,3
train_5068.png,3,2,1,1,1,3
train_5069.png,0,3,1,2,3,1
train_5070.png,0,3,1,3,1,3
train_5071.png,3,1,2,0,1,2
train_5072.png,3,2,0,0,0,0
train_5073.png,1,0,3,2,2,1
train_5074.png,3,0,3,1,2,1
train_5075.png,0,2,2,1,3,2
train_5076.png,2,0,0,0,0,0
train_5077.png,1,1,3,3,0,3
train_5078.png,2,3,1,2,3,3
train_5079.png,1,2,3,1,1,0
train_5080.png,0,3,1,1,0,3
train_5081.png,3,0,0,1,3,3
train_5082.png,0,3,2,3,3,0
train_5083.png,3,2,0,1,2,2
train_5084.png,2,2,1,1,2,2
train_5085.png,1,3,2,2,3,1
train_5086.png,1,2,3,1,1,2
train_5087.png,0,2,1,0,1,3
train_5088.png,0,3,0,2,2,2
train_5089.png,0,1,3,0,0,3
train_5090.png,2,0,0,3,0,1
train_5091.png,1,0,0,0,1,2
train_5092.png,0,1,1,3,0,1
train_5093.png,1,1,0,3,0,0
train_5094.png,1,1,1,0,0,2
train_5095.png,1,2,2,2,3,3
train_5096.png,1,1,0,2,0,1
train_5097.png,2,1,2,2,2,3
train_5098.png,3,1,1,1,3,3
train_5099.png,3,3,0,1,1,0
train_5100.png,0,0,3,3,0,3
train_5101.png,1,2,2,0,3,1
train_5102.png,3,2,2,2,1,1
train_5103.png,0,3,1,1,0,1
train_5104.png,0,0,1,0,2,2
train_5105.png,2,0,0,3,2,3
train_5106.png,3,2,2,2,3,3
train_5107.png,2,3,1,1,0,3
train_5108.png,0,3,1,2,2,3
train_5109.png,2,1,1,0,2,2
train_5110.png,2,0,3,3,1,2
train_5111.png,2,3,2,1,1,1
train_5112.png,3,3,1,0,1,0
train_5113.png,0,1,1,2,2,1
train_5114.png,0,1,0,3,2,1
train_5115.png,1,1,2,1,1,3
train_5116.png,0,2,2,0,1,2
train_5117.png,1,2,3,1,1,1
train_5118.png,3,2,3,3,2,1
train_5119.png,0,3,2,0,2,1
train_5120.png,3,2,3,2,2,0
train_5121.png,3,1,2,2,1,2
train_5122.png,0,1,2,0,1,2
train_5123.png,3,0,2,3,0,1
train_5124.png,0,2,0,1,0,0
train_5125.png,1,3,2,3,3,3
train_5126.png,1,0,2,0,3,3
train_5127.png,2,2,0,0,3,1
train_5128.png,3,0,0,3,0,0
train_5129.png,1,2,1,2,0,3
train_5130.png,3,1,1,2,0,0
train_5131.png,1,3,1,0,2,1
train_5132.png,3,3,3,0,2,1
train_5133.png,0,0,0,3,3,2
train_5134.png,3,0,0,0,3,0
train_5135.png,3,2,1,2,0,2
train_5136.png,3,2,1,3,0,3
train_5137.png,3,3,0,3,2,1
train_5138.png,2,0,1,2,3,1
train_5139.png,1,1,0,3,3,0
train_5140.png,0,1,3,1,0,3
train_5141.png,2,0,1,0,3,2
train_5142.png,3,1,3,1,3,3
train_5143.png,1,2,2,1,0,2
train_5144.png,0,0,1,3,0,2
train_5145.png,2,2,2,1,3,3
train_5146.png,1,2,1,1,0,0
train_5147.png,0,2,1,0,3,3
train_5148.png,3,1,1,0,3,2
train_5149.png,2,3,0,3,0,3
train_5150.png,2,1,3,0,0,2
train_5151.png,0,3,1,1,1,1
train_5152.png,1,1,3,2,1,2
train_5153.png,2,2,2,0,0,1
train_5154.png,0,0,1,1,0,2
train_5155.png,3,0,0,0,1,1
train_5156.png,2,3,2,0,2,0
train_5157.png,0,3,1,3,2,1
train_5158.png,2,3,0,1,3,3
train_5159.png,3,1,2,2,1,1
train_5160.png,1,3,1,1,3,1
train_5161.png,0,0,0,2,1,2
train_5162.png,1,1,0,2,1,1
train_5163.png,3,3,2,3,2,3
train_5164.png,1,3,3,1,1,1
train_5165.png,1,0,3,2,0,2
train_5166.png,3,1,3,3,2,3
train_5167.png,3,0,2,2,1,3
train_5168.png,3,0,1,1,2,0
train_5169.png,1,3,2,3,1,1
train_5170.png,0,1,0,1,3,1
train_5171.png,1,0,1,1,1,3
train_5172.png,0,3,2,0,2,1
train_5173.png,2,2,2,3,1,0
train_5174.png,1,0,0,2,0,1
train_5175.png,1,1,2,1,3,3
train_5176.png,2,3,2,3,3,1
train_5177.png,0,3,1,2,1,0
train_5178.png,3,3,2,1,3,2
train_5179.png,1,2,0,1,1,2
train_5180.png,1,2,3,0,1,2
train_5181.png,0,0,0,1,0,1
train_5182.png,1,0,3,2,3,3
train_5183.png,0,3,0,2,3,0
train_5184.png,1,1,3,0,1,1
train_5185.png,2,1,3,2,1,1
train_5186.png,3,3,0,2,0,1
train_5187.png,1,1,1,0,0,2
train_5188.png,1,1,2,0,3,3
train_5189.png,0,0,2,3,1,3
train_5190.png,2,3,2,3,1,1
train_5191.png,2,2,1,2,1,2
train_5192.png,1,0,2,0,3,3
train_5193.png,3,0,3,1,2,2
train_5194.png,2,2,1,2,0,0
train_5195.png,0,2,1,0,2,2
train_5196.png,2,1,0,1,3,2
train_5197.png,2,2,1,1,1,2
train_5198.png,1,3,0,1,0,0
train_5199.png,3,0,0,0,3,0
train_5200.png,2,1,0,0,1,1
train_5201.png,2,2,0,0,0,2
train_5202.png,1,2,0,2,2,3
train_5203.png,1,3,1,0,3,1
train_5204.png,3,3,0,0,1,1
train_5205.png,2,0,2,3,2,0
train_5206.png,2,2,0,2,1,2
train_5207.png,3,0,3,0,2,2
train_5208.png,2,0,3,3,1,2
train_5209.png,2,2,2,0,2,2
train_5210.png,2,1,0,1,2,3
train_5211.png,0,2,3,3,3,3
train_5212.png,2,2,1,3,3,2
train_5213.png,1,0,0,3,3,0
train_5214.png,1,2,1,3,0,0
train_5215.png,0,2,1,2,1,2
train_5216.png,3,0,0,1,2,0
train_5217.png,1,2,3,2,3,0
train_5218.png,3,1,1,2,3,2
train_5219.png,1,2,0,0,2,3
train_5220.png,0,3,1,0,0,0
train_5221.png,0,3,2,1,1,0
train_5222.png,1,2,2,1,0,2
train_5223.png,2,2,3,0,2,0
train_5224.png,2,0,3,1,2,3
train_5225.png,0,0,1,3,1,3
train_5226.png,1,2,0,1,0,1
train_5227.png,2,2,3,0,0,2
train_5228.png,0,2,0,3,1,2
train_5229.png,2,2,3,3,0,0
train_5230.png,1,3,1,1,2,2
train_5231.png,3,2,2,1,0,0
train_5232.png,0,2,1,1,1,3
train_5233.png,1,1,2,2,3,0
train_5234.png,2,2,0,0,3,2
train_5235.png,3,1,2,0,0,2
train_5236.png,3,1,1,1,3,2
train_5237.png,0,1,0,1,1,2
train_5238.png,3,1,0,0,2,3
train_5239.png,0,3,2,3,3,2
train_5240.png,2,2,0,2,2,2
train_5241.png,3,1,3,0,1,3
train_5242.png,1,2,2,2,1,1
train_5243.png,3,0,1,3,0,2
train_5244.png,2,1,1,3,0,0
train_5245.png,1,1,1,1,0,1
train_5246.png,3,3,2,2,2,3
train_5247.png,1,0,3,3,1,0
train_5248.png,3,3,2,1,0,1
train_5249.png,3,1,1,2,2,0
train_5250.png,1,3,0,0,3,2
train_5251.png,1,2,2,0,2,3
train_5252.png,1,1,3,0,2,3
train_5253.png,1,3,1,0,2,3
train_5254.png,1,0,0,3,1,1
train_5255.png,3,0,3,1,0,1
train_5256.png,1,0,2,0,0,1
train_5257.png,3,1,2,2,0,3
train_5258.png,1,2,2,2,0,1
train_5259.png,0,0,3,3,2,3
train_5260.png,2,3,3,2,0,1
train_5261.png,3,1,0,2,3,1
train_5262.png,1,3,2,3,1,1
train_5263.png,1,3,1,1,0,3
train_5264.png,2,0,0,1,0,0
train_5265.png,1,3,2,3,0,1
train_5266.png,3,1,1,1,2,0
train_5267.png,1,3,2,0,3,0
train_5268.png,0,0,2,0,1,2
train_5269.png,0,2,2,3,1,3
train_5270.png,0,1,0,1,2,2
train_5271.png,2,3,1,1,1,3
train_5272.png,3,0,1,2,2,2
train_5273.png,0,0,2,0,3,2
train_5274.png,2,1,1,0,3,0
train_5275.png,0,2,1,2,1,1
train_5276.png,3,1,3,3,0,1
train_5277.png,2,3,3,0,1,1
train_5278.png,2,0,2,2,3,0
train_5279.png,0,1,3,3,2,2
train_5280.png,2,0,3,2,1,2
train_5281.png,1,2,2,2,1,2
train_5282.png,1,0,2,0,0,1
train_5283.png,1,3,2,1,0,2
train_5284.png,0,2,2,0,2,2
train_5285.png,1,3,1,0,0,0
train_5286.png,0,0,3,0,0,0
train_5287.png,1,0,3,1,3,3
train_5288.png,1,1,0,2,0,3
train_5289.png,3,0,2,0,3,1
train_5290.png,0,0,2,2,2,1
train_5291.png,2,3,1,0,3,0
train_5292.png,2,3,3,1,3,0
train_5293.png,3,2,2,2,2,1
train_5294.png,2,3,2,1,2,2
train_5295.png,2,2,2,0,1,0
train_5296.png,1,1,1,1,1,1
train_5297.png,0,0,1,1,1,2
train_5298.png,0,0,0,1,1,0
train_5299.png,0,0,2,2,3,1
train_5300.png,1,0,3,2,2,3
train_5301.png,0,3,1,2,2,2
train_5302.png,1,3,2,2,2,0
train_5303.png,2,0,0,1,3,1
train_5304.png,1,0,2,3,0,2
train_5305.png,2,0,1,2,3,2
train_5306.png,1,2,2,0,3,1
train_5307.png,2,0,0,2,0,1
train_5308.png,3,2,1,0,0,1
train_5309.png,0,3,3,2,0,2
train_5310.png,0,3,3,0,2,2
train_5311.png,1,1,1,1,2,2
train_5312.png,0,1,0,0,0,0
train_5313.png,1,2,1,1,1,1
train_5314.png,3,0,1,2,3,2
train_5315.png,2,2,2,1,0,0
train_5316.png,3,3,1,2,3,1
train_5317.png,3,0,3,0,0,1
train_5318.png,0,2,3,1,2,3
train_5319.png,1,2,3,1,2,0
train_5320.png,1,0,0,0,2,2
train_5321.png,3,3,1,1,0,3
train_5322.png,3,2,1,0,2,0
train_5323.png,1,0,1,3,1,0
train_5324.png,3,2,1,0,2,1
train_5325.png,2,2,1,0,2,2
train_5326.png,1,2,1,2,3,3
train_5327.png,1,1,3,1,0,0
train_5328.png,1,0,1,1,3,2
train_5329.png,1,2,2,1,1,0
train_5330.png,2,1,3,0,0,0
train_5331.png,3,3,1,0,0,0
train_5332.png,0,1,3,3,1,0
train_5333.png,2,0,0,3,3,3
train_5334.png,2,2,1,0,3,1
train_5335.png,2,0,1,3,2,3
train_5336.png,0,3,0,1,0,2
train_5337.png,0,1,1,1,1,0
train_5338.png,0,0,0,3,3,0
train_5339.png,1,3,2,1,3,0
train_5340.png,2,1,1,3,1,0
train_5341.png,3,0,1,3,1,0
train_5342.png,0,0,3,1,1,3
train_5343.png,2,0,3,2,2,0
train_5344.png,1,0,3,2,2,2
train_5345.png,1,3,2,2,3,0
train_5346.png,2,0,3,3,3,1
train_5347.png,1,2,1,3,1,1
train_5348.png,1,0,1,3,2,0
train_5349.png,2,2,1,1,0,3
train_5350.png,1,3,3,3,3,0
train_5351.png,1,3,3,3,0,0
train_5352.png,2,0,0,1,2,3
train_5353.png,3,2,3,3,0,0
train_5354.png,3,2,0,1,0,0
train_5355.png,0,2,0,1,0,1
train_5356.png,1,1,1,3,3,2
train_5357.png,1,2,1,1,2,0
train_5358.png,0,1,1,3,1,1
train_5359.png,0,3,0,0,1,0
train_5360.png,1,1,3,2,1,2
train_5361.png,3,1,1,0,1,2
train_5362.png,0,3,1,1,0,2
train_5363.png,1,0,0,2,1,3
train_5364.png,0,3,2,0,3,0
train_5365.png,2,2,2,1,2,3
train_5366.png,3,0,2,2,0,2
train_5367.png,1,0,3,0,0,1
train_5368.png,0,3,1,2,2,2
train_5369.png,0,0,3,0,3,2
train_5370.png,2,2,2,0,2,3
train_5371.png,0,2,2,1,3,2
train_5372.png,3,3,0,0,1,3
train_5373.png,0,1,1,2,0,2
train_5374.png,0,2,0,1,3,2
train_5375.png,3,0,2,0,0,2
train_5376.png,2,1,0,1,1,3
train_5377.png,2,0,0,3,3,1
train_5378.png,3,2,2,1,1,1
train_5379.png,3,0,2,3,2,3
train_5380.png,0,1,3,2,2,1
train_5381.png,3,2,2,0,0,2
train_5382.png,3,2,3,0,2,2
train_5383.png,1,3,1,1,1,1
train_5384.png,3,3,1,2,3,2
train_5385.png,0,1,3,3,0,2
train_5386.png,1,0,3,3,0,1
train_5387.png,1,3,1,0,3,1
train_5388.png,2,1,1,3,0,0
train_5389.png,2,3,3,3,2,2
train_5390.png,3,2,3,2,3,3
train_5391.png,1,2,2,0,2,2
train_5392.png,3,1,0,1,3,2
train_5393.png,1,1,3,1,2,3
train_5394.png,1,2,0,0,2,3
train_5395.png,3,1,1,0,0,3
train_5396.png,1,3,1,2,3,2
train_5397.png,0,0,2,1,3,1
train_5398.png,1,0,3,2,3,2
train_5399.png,0,1,1,2,3,3
train_5400.png,0,2,1,3,2,3
train_5401.png,1,3,1,1,0,3
train_5402.png,0,3,0,1,1,0
train_5403.png,1,1,2,2,3,1
train_5404.png,1,0,2,3,2,0
train_5405.png,0,3,3,2,0,2
train_5406.png,0,3,1,2,0,3
train_5407.png,1,1,2,1,1,2
train_5408.png,0,0,3,3,3,1
train_5409.png,0,0,1,0,3,0
train_5410.png,2,1,2,0,2,1
train_5411.png,0,0,2,0,2,2
train_5412.png,2,3,1,1,1,0
train_5413.png,3,2,1,3,2,1
train_5414.png,1,0,2,3,0,0
train_5415.png,2,3,3,2,0,2
train_5416.png,0,3,2,2,3,2
train_5417.png,0,1,0,0,2,2
train_5418.png,1,0,2,3,0,0
train_5419.png,0,1,3,2,1,0
train_5420.png,1,1,1,2,3,3
train_5421.png,2,3,3,2,2,3
train_5422.png,2,1,0,1,0,3
train_5423.png,3,3,2,1,2,2
train_5424.png,3,1,2,1,3,3
train_5425.png,2,0,1,3,2,2
train_5426.png,2,2,3,3,2,1
train_5427.png,3,0,2,3,2,3
train_5428.png,1,2,1,2,3,3
train_5429.png,3,0,1,2,3,2
train_5430.png,1,1,2,3,0,1
train_5431.png,1,1,1,3,0,2
train_5432.png,2,1,2,2,0,2
train_5433.png,3,1,3,0,1,1
train_5434.png,2,0,0,2,2,2
train_5435.png,3,1,3,2,1,1
train_5436.png,2,2,2,1,1,2
train_5437.png,3,2,3,3,2,1
train_5438.png,0,1,3,3,2,0
train_5439.png,2,1,3,0,2,0
train_5440.png,0,1,2,3,1,0
train_5441.png,3,2,0,2,1,1
train_5442.png,3,0,1,1,0,0
train_5443.png,3,3,1,2,3,2
train_5444.png,3,3,3,2,3,0
train_5445.png,2,2,1,0,3,1
train_5446.png,3,1,1,1,3,0
train_5447.png,2,2,3,3,3,0
train_5448.png,1,3,1,0,3,0
train_5449.png,1,2,0,0,2,3
train_5450.png,0,3,1,1,1,0
train_5451.png,2,3,0,1,3,3
train_5452.png,0,2,1,3,3,0
train_5453.png,1,0,1,1,3,0
train_5454.png,1,2,2,2,3,1
train_5455.png,2,2,1,0,3,3
train_5456.png,3,3,1,0,0,1
train_5457.png,2,3,0,0,0,1
train_5458.png,2,2,0,0,2,2
train_5459.png,3,1,1,1,0,0
train_5460.png,1,1,1,1,2,3
train_5461.png,0,1,2,1,0,3
train_5462.png,0,2,3,0,2,3
train_5463.png,3,0,3,1,2,2
train_5464.png,3,2,0,3,3,1
train_5465.png,2,1,2,1,3,1
train_5466.png,1,3,2,1,3,0
train_5467.png,1,0,3,2,2,1
train_5468.png,2,1,3,0,0,1
train_5469.png,3,3,3,0,0,0
train_5470.png,0,3,1,3,1,3
train_5471.png,3,2,2,3,0,0
train_5472.png,2,0,0,0,0,0
train_5473.png,3,1,1,2,1,0
train_5474.png,3,1,2,3,1,2
train_5475.png,2,1,2,1,1,2
train_5476.png,1,1,3,1,2,3
train_5477.png,1,3,2,2,1,0
train_5478.png,1,2,2,1,1,2
train_5479.png,2,0,3,1,0,0
train_5480.png,0,3,1,3,0,0
train_5481.png,3,2,2,1,2,0
train_5482.png,2,3,0,2,2,1
train_5483.png,2,2,0,0,3,3
train_5484.png,2,0,1,0,2,0
train_5485.png,0,0,3,0,3,2
train_5486.png,3,2,2,1,0,3
train_5487.png,3,3,0,2,2,3
train_5488.png,0,2,2,3,1,3
train_5489.png,1,1,2,0,0,3
train_5490.png,3,0,3,1,0,3
train_5491.png,1,1,3,1,3,2
train_5492.png,2,2,1,1,0,3
train_5493.png,2,0,1,1,1,1
train_5494.png,1,2,0,0,3,3
train_5495.png,2,2,2,2,2,0
train_5496.png,0,2,3,3,2,3
train_5497.png,0,3,0,0,3,3
train_5498.png,3,2,0,1,1,0
train_5499.png,2,2,0,1,3,2
train_5500.png,0,1,3,3,0,3
train_5501.png,3,3,0,2,0,2
train_5502.png,0,1,2,0,0,3
train_5503.png,2,0,0,2,3,2
train_5504.png,3,2,2,1,0,1
train_5505.png,0,1,0,1,2,3
train_5506.png,1,1,2,3,1,1
train_5507.png,2,1,3,3,0,1
train_5508.png,3,2,3,3,3,3
train_5509.png,2,0,3,3,1,3
train_5510.png,0,3,0,2,3,1
train_5511.png,0,2,2,0,1,0
train_5512.png,0,3,1,3,0,3
train_5513.png,0,2,2,3,2,0
train_5514.png,0,0,2,1,0,1
train_5515.png,0,0,1,3,3,3
train_5516.png,3,2,2,1,1,2
train_5517.png,2,2,0,2,2,1
train_5518.png,2,1,1,2,1,2
train_5519.png,2,2,2,3,3,2
train_5520.png,1,0,2,3,2,3
train_5521.png,2,0,0,3,2,1
train_5522.png,2,3,2,2,2,2
train_5523.png,0,1,2,0,2,3
train_5524.png,1,0,1,2,1,3
train_5525.png,1,2,2,0,1,0
train_5526.png,3,2,3,2,2,0
train_5527.png,3,1,0,0,2,2
train_5528.png,2,0,2,1,3,1
train_5529.png,2,1,1,1,1,3
train_5530.png,0,3,2,3,2,1
train_5531.png,0,0,3,2,2,1
train_5532.png,0,1,0,2,2,1
train_5533.png,0,1,1,2,3,3
train_5534.png,0,0,2,3,1,1
train_5535.png,0,2,3,0,3,0
train_5536.png,3,0,0,2,1,0
train_5537.png,2,3,2,3,0,3
train_5538.png,3,3,1,3,1,3
train_5539.png,0,3,0,3,2,2
train_5540.png,3,0,0,3,2,3
train_5541.png,1,1,0,2,2,2
train_5542.png,2,1,3,1,2,2
train_5543.png,0,0,0,2,1,2
train_5544.png,2,0,1,1,2,2
train_5545.png,1,2,3,0,3,2
train_5546.png,3,1,0,2,2,1
train_5547.png,1,3,3,1,3,0
train_5548.png,3,1,3,0,3,0
train_5549.png,1,3,0,1,2,3
train_5550.png,2,3,0,0,2,3
train_5551.png,1,1,1,0,2,0
train_5552.png,1,0,2,1,3,2
train_5553.png,0,1,3,2,3,3
train_5554.png,2,0,0,0,1,1
train_5555.png,2,1,2,1,3,0
train_5556.png,1,2,1,0,1,2
train_5557.png,2,1,1,0,3,0
train_5558.png,2,1,3,2,0,2
train_5559.png,3,1,2,3,0,2
train_5560.png,2,2,1,0,3,0
train_5561.png,1,3,0,3,2,1
train_5562.png,1,1,1,1,3,1
train_5563.png,2,3,2,2,3,3
train_5564.png,1,0,2,2,1,2
train_5565.png,1,0,3,1,2,1
train_5566.png,2,3,1,2,2,1
train_5567.png,0,3,1,0,3,0
train_5568.png,1,1,3,1,1,2
train_5569.png,3,1,2,1,3,3
train_5570.png,3,2,0,2,0,2
train_5571.png,3,1,2,0,2,1
train_5572.png,3,3,1,2,2,2
train_5573.png,1,0,2,3,2,0
train_5574.png,2,0,0,2,2,0
train_5575.png,1,1,1,0,3,0
train_5576.png,2,1,0,1,2,2
train_5577.png,1,0,1,0,3,1
train_5578.png,0,0,3,3,2,2
train_5579.png,2,3,1,0,3,1
train_5580.png,2,0,0,1,1,3
train_5581.png,3,1,2,2,2,1
train_5582.png,1,1,1,0,3,1
train_5583.png,1,2,0,3,2,1
train_5584.png,1,3,1,0,1,1
train_5585.png,0,1,3,2,0,1
train_5586.png,3,0,1,0,0,1
train_5587.png,3,2,3,1,2,0
train_5588.png,3,2,0,0,0,0
train_5589.png,2,0,3,2,1,2
